company,release,prod_budget,revenue,genre,title
Paramount Pictures,10,1,1,Comedy,School of Rock
New Line Cinema,8,1,1,Action,Mortal Kombat
Columbia Pictures,6,1,1,Comedy,White Chicks
Fox Searchlight Pictures,9,1,1,Comedy,The Descendants
Walt Disney Pictures,4,1,0,Adventure,Holes
Touchstone Pictures,3,0,0,Drama,The Last Song
Other,10,1,1,Drama,12 Years a Slave
Other,12,1,1,Drama,Drumline
Lions Gate Films,4,1,1,Comedy,Why Did I Get Married Too?
Twentieth Century Fox Film Corporation,12,1,1,Fantasy,Edward Scissorhands
New Line Cinema,6,1,1,Drama,Me Before You
Other,6,0,0,Drama,Madea's Witness Protection
Twentieth Century Fox Film Corporation,10,1,1,Action,The French Connection
Other,7,1,1,Comedy,Bad Moms
Regency Enterprises,2,1,1,Comedy,Date Movie
Walt Disney Pictures,2,1,1,Adventure,Return to Never Land
Other,12,1,1,History,Selma
Walt Disney Pictures,2,1,1,Family,The Jungle Book 2
Other,2,1,1,Thriller,Boogeyman
TriStar Pictures,2,1,1,Thriller,Premonition
Walt Disney Pictures,2,1,1,Animation,The Tigger Movie
Other,7,1,1,Horror,Orphan
Other,6,1,1,Adventure,Max
Twentieth Century Fox Film Corporation,1,1,1,Action,Epic Movie
Universal Pictures,11,1,1,Drama,Spotlight
Other,9,1,1,Drama,Lakeview Terrace
Columbia Pictures,10,1,1,Horror,The Grudge 2
Twentieth Century Fox Film Corporation,8,1,1,Comedy,How Stella Got Her Groove Back
Other,7,0,0,Adventure,Bill & Ted's Bogus Journey
Universal Pictures,10,1,1,Comedy,Man of the Year
Other,12,1,1,Adventure,The Black Hole
Other,8,1,1,Crime,The American
Other,3,1,1,Drama,Selena
Regency Enterprises,8,1,1,Horror,Vampires Suck
Other,9,1,1,Drama,Babel
Other,9,1,1,Drama,This Is Where I Leave You
Other,11,1,1,Drama,Doubt
Paramount Pictures,10,1,1,Music,Team America: World Police
Other,1,1,1,Horror,Texas Chainsaw 3D
Regency Enterprises,10,0,0,Drama,Copycat
Other,4,1,1,Comedy,Scary Movie 5
Paramount Pictures,10,2,1,Drama,Paint Your Wagon
Other,11,1,1,History,Milk
Columbia Pictures,2,1,1,Action,Risen
Village Roadshow Pictures,10,1,1,Horror,Ghost Ship
New Line Cinema,11,1,1,Comedy,A Very Harold & Kumar Christmas
Columbia Pictures,3,1,1,Crime,Wild Things
Other,10,0,0,Horror,The Stepfather
Miramax Films,4,1,1,Drama,The Debt
Other,3,1,1,Comedy,High Fidelity
Other,1,1,0,Horror,One Missed Call
Paramount Pictures,1,1,0,Drama,Eye for an Eye
Other,2,1,1,Thriller,The Bank Job
Other,3,1,1,Science Fiction,Eternal Sunshine of the Spotless Mind
Other,9,1,1,Comedy,You Again
Fox Searchlight Pictures,4,1,1,Action,Street Kings
Universal Pictures,7,1,1,Comedy,The World's End
Other,6,0,0,Action,Nancy Drew
Lionsgate,1,1,1,Fantasy,Daybreakers
DreamWorks SKG,3,1,1,Comedy,She's Out of My League
Other,7,1,1,Adventure,Monte Carlo
Other,3,1,1,Horror,Stay Alive
Other,10,0,0,Romance,Quigley Down Under
Other,9,1,1,Family,Alpha and Omega
Other,9,1,1,Action,The Covenant
Other,4,0,0,Comedy,Stick It
Other,8,1,1,Comedy,Shorts
Other,5,1,1,Fantasy,To Die For
Lionsgate,7,1,1,Mystery,Nerve
New Line Cinema,9,1,1,Drama,Appaloosa
Columbia Pictures,4,1,0,Action,Vampires
Paramount Pictures,6,1,2,Drama,Psycho
Lionsgate,9,1,1,Romance,My Best Friend's Girl
Universal Pictures,2,1,1,Drama,Endless Love
Universal Pictures,5,1,0,Comedy,Georgia Rule
Twentieth Century Fox Film Corporation,3,1,1,Adventure,Ladyhawke
Other,9,1,1,Comedy,Simon Birch
Columbia Pictures,3,1,1,Drama,Reign Over Me
Other,9,1,1,Adventure,Into the Wild
Other,9,1,1,Comedy,School for Scoundrels
Other,10,1,1,Thriller,Silent Hill: Revelation 3D
Other,1,1,1,Horror,From Dusk Till Dawn
Walt Disney Pictures,2,0,0,Animation,Pooh's Heffalump Movie
Paramount Pictures,11,0,1,Comedy,Home for the Holidays
Columbia Pictures,2,1,1,Action,Kung Fu Hustle
Walt Disney Pictures,7,1,0,Adventure,The Country Bears
DreamWorks SKG,10,1,1,Drama,The Kite Runner
Other,9,1,1,Drama,21 Grams
Other,9,1,1,Action,Paparazzi
Metro-Goldwyn-Mayer (MGM),1,1,1,Comedy,A Guy Thing
Columbia Pictures,7,0,0,Drama,Loser
The Weinstein Company,9,1,1,Documentary,Capitalism: A Love Story
Other,2,2,1,Drama,The Greatest Story Ever Told
Other,10,1,1,Crime,Secret in Their Eyes
Other,8,1,1,Action,Disaster Movie
Other,12,1,1,Action,Armored
Regency Enterprises,11,1,1,Comedy,The Man Who Knew Too Little
Regency Enterprises,9,1,1,Comedy,What's Your Number?
Other,4,1,1,Action,Lockout
Columbia Pictures,4,1,0,Comedy,Envy
Other,4,1,1,Action,Crank: High Voltage
Miramax Films,10,0,0,Action,Bullets Over Broadway
Other,10,1,1,Drama,One Night with the King
Miramax Films,11,1,1,Drama,The Quiet American
Paramount Pictures,10,1,1,Comedy,The Weather Man
Miramax Films,8,1,1,Action,Undisputed
DreamWorks SKG,9,0,0,Comedy,Ghost Town
Other,3,1,1,Action,12 Rounds
Other,10,1,1,Drama,Let Me In
TriStar Pictures,5,0,0,Adventure,3 Ninjas Kick Back
New Line Cinema,1,0,0,Drama,Be Kind Rewind
Other,2,1,1,Action,Triple 9
Other,8,1,1,Comedy,Deconstructing Harry
Village Roadshow Pictures,10,1,0,Comedy,Three to Tango
Other,10,1,1,Drama,Burnt
Paramount Pictures,12,1,0,Comedy,We're No Angels
Miramax Films,12,1,0,Music,Everyone Says I Love You
Twentieth Century Fox Film Corporation,8,1,1,Action,Death Sentence
Miramax Films,12,1,0,Drama,Everybody's Fine
Other,8,0,1,Comedy,Superbabies: Baby Geniuses 2
New Line Cinema,9,0,1,Action,The Man
New Line Cinema,1,1,1,Action,Code Name: The Cleaner
Universal Pictures,4,1,1,Comedy,Connie and Carla
Universal Pictures,1,1,1,Comedy,Sweet Charity
Other,12,1,1,Comedy,Inherent Vice
Other,9,1,1,Music,Battle of the Year
Other,10,1,1,Comedy,An American Carol
Other,9,1,1,Action,Machete Kills
New Line Cinema,3,1,0,Horror,Willard
Paramount Pictures,2,0,1,Comedy,Strange Wilderness
Other,9,0,0,Comedy,Topsy-Turvy
Other,4,1,1,Comedy,Little Boy
Other,9,1,1,Drama,A Dangerous Method
Other,5,1,1,Animation,A Scanner Darkly
Other,10,0,0,Drama,Chasing Mavericks
Other,1,1,1,Action,Alone in the Dark
Summit Entertainment,8,1,1,Comedy,Bandslam
Other,9,1,0,Drama,Birth
Other,12,1,1,Crime,A Most Violent Year
Other,10,0,0,Drama,Passchendaele
Universal Pictures,9,0,0,Drama,Flash of Genius
Other,10,1,1,Drama,I'm Not There.
Summit Entertainment,4,1,1,Action,The Cold Light of Day
The Weinstein Company,9,1,1,Adventure,The Brothers Bloom
Other,10,1,0,Drama,"Synecdoche, New York"
Miramax Films,7,1,1,Adventure,Princess Mononoke
Other,6,0,0,Comedy,Can't Stop the Music
Other,10,1,1,Action,The Proposition
Other,11,1,0,Drama,My All American
Paramount Pictures,8,1,1,Comedy,Marci X
Other,12,1,1,Action,Equilibrium
Other,7,1,1,Drama,The Children of Huang Shi
Miramax Films,4,0,0,Drama,The Yards
Other,11,1,1,Drama,By the Sea
Other,7,1,0,Animation,Steamboy
Other,1,0,0,Drama,The Game of Their Lives
The Weinstein Company,12,0,0,Drama,All Good Things
Other,9,1,1,Adventure,Rapa Nui
Other,1,0,1,Comedy,CJ7
Other,2,0,0,Comedy,The Visitors II: The Corridors of Time
Other,3,1,1,Action,Dylan Dog: Dead of Night
Miramax Films,12,1,1,Drama,The Tempest
The Weinstein Company,10,0,1,Horror,Regression
Other,4,0,0,Action,Three Kingdoms: Resurrection of the Dragon
Other,7,1,0,Crime,Butterfly on a Wheel
Other,6,1,0,Comedy,Zambezia
Other,7,0,0,Drama,Ramanujan
Other,8,1,0,Drama,Hands of Stone
Other,5,1,0,Thriller,Survivor
Other,7,1,1,Thriller,The Frozen Ground
Other,12,1,0,Drama,The Painted Veil
Other,9,1,0,Action,The Baader Meinhof Complex
Other,11,1,4,Adventure,Dances with Wolves
Columbia Pictures,5,1,1,Comedy,Bad Teacher
Other,9,1,1,Drama,Sea of Love
Other,7,1,1,Comedy,A Cinderella Story
Other,12,1,2,Crime,Scream
Columbia Pictures,10,0,0,Horror,Thir13en Ghosts
Other,5,1,1,Horror,The Shining
Universal Pictures,7,1,4,Adventure,Back to the Future
Other,10,1,1,Horror,House on Haunted Hill
Lions Gate Films,9,0,0,Drama,I Can Do Bad All By Myself
Other,7,1,0,Action,Fight Valley
Other,5,1,1,Comedy,The Switch
Twentieth Century Fox Film Corporation,1,1,1,Comedy,Just Married
Other,2,1,1,Drama,The Devil's Double
Other,7,0,0,Animation,Thomas and the Magic Railroad
Other,2,1,1,Mystery,The Crazies
Other,7,1,2,Fantasy,Spirited Away
Other,12,0,0,Action,Firestorm
Other,5,1,1,Action,The Bounty
Other,11,0,1,Drama,The Book Thief
Other,10,1,1,Comedy,Sex Drive
Universal Pictures,1,1,1,Romance,Leap Year
Paramount Pictures,3,2,1,Drama,The Fall of the Roman Empire
Other,3,1,1,Comedy,Take Me Home Tonight
Other,9,0,1,Drama,Won't Back Down
Other,11,1,1,Family,The Nutcracker
Other,8,1,0,Thriller,Kansas City
Other,7,0,0,Drama,Indignation
Other,4,1,1,Horror,The Amityville Horror
Other,12,1,1,Comedy,Adaptation.
Universal Pictures,6,1,1,Horror,Land of the Dead
Other,3,0,0,Action,Out of Inferno
Universal Pictures,5,1,1,Adventure,Fear and Loathing in Las Vegas
Other,9,1,1,Comedy,The Invention of Lying
Universal Pictures,5,1,2,Comedy,Neighbors
New Line Cinema,7,1,3,Romance,The Mask
Other,6,1,2,Fantasy,Big
Twentieth Century Fox Film Corporation,11,1,2,Comedy,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
Other,7,1,1,Comedy,Legally Blonde
Paramount Pictures,5,1,1,Science Fiction,Star Trek III: The Search for Spock
Other,9,1,1,Crime,The Exorcism of Emily Rose
Other,12,1,1,Comedy,Deuce Bigalow: Male Gigolo
Other,10,1,1,Thriller,Left Behind
Other,12,0,0,Comedy,The Family Stone
Metro-Goldwyn-Mayer (MGM),1,1,1,Comedy,Barbershop 2:  Back in Business
Columbia Pictures,11,1,1,Drama,Bad Santa
New Line Cinema,5,1,1,Science Fiction,Austin Powers: International Man of Mystery
Universal Pictures,3,1,1,Romance,My Big Fat Greek Wedding 2
Other,3,1,1,Family,Diary of a Wimpy Kid: Rodrick Rules
Twentieth Century Fox Film Corporation,6,1,1,Science Fiction,Predator
Warner Bros.,10,1,1,Drama,Amadeus
Other,4,0,1,Crime,Prom Night
Paramount Pictures,4,1,1,Comedy,Mean Girls
Other,4,0,0,Comedy,Under the Tuscan Sun
Other,11,1,1,Drama,Gosford Park
Other,10,1,1,Comedy,Peggy Sue Got Married
Other,8,1,1,Drama,Birdman
Other,7,1,1,Comedy,Blue Jasmine
Universal Pictures,4,1,1,Drama,United 93
Universal Pictures,11,1,1,Romance,Honey
Other,5,1,0,Action,Spy Hard
Other,2,1,1,Horror,The Fog
Other,4,1,1,Action,Soul Surfer
Paramount Pictures,6,1,1,War,Catch-22
Other,4,0,1,Comedy,Observe and Report
Other,6,1,1,Adventure,Conan the Destroyer
United Artists,11,1,1,Drama,Raging Bull
Universal Pictures,9,1,1,Drama,Love Happens
Paramount Pictures,12,1,0,Action,Young Sherlock Holmes
United Artists,1,0,0,Music,Fame
Fox Searchlight Pictures,11,1,1,Adventure,127 Hours
DreamWorks SKG,5,0,0,Action,Small Time Crooks
Columbia Pictures,5,1,1,Drama,Center Stage
Other,11,1,1,Comedy,Love the Coopers
Other,2,1,1,Family,Catch That Kid
New Line Cinema,10,1,0,Drama,Life as a House
Universal Pictures,10,1,1,Drama,Steve Jobs
Other,7,1,0,Comedy,"I Love You, Beth Cooper"
Other,9,1,0,Drama,Youth in Revolt
Other,8,1,1,Action,The Legend of the Lone Ranger
Columbia Pictures,2,1,1,Drama,The Tailor of Panama
Other,7,1,1,Drama,Blow Out
Other,8,1,1,Action,Getaway
Fox Searchlight Pictures,9,1,1,Drama,The Ice Storm
Other,7,1,1,Comedy,And So It Goes
Columbia Pictures,3,0,0,Adventure,Troop Beverly Hills
Other,9,0,0,Comedy,Being Julia
Metro-Goldwyn-Mayer (MGM),2,1,1,Drama,Nine 1/2 Weeks
Paramount Pictures,6,1,1,Fantasy,Dragonslayer
Other,9,0,0,Drama,The Last Station
Touchstone Pictures,9,1,1,Comedy,Ed Wood
Other,12,1,1,Drama,Labor Day
Other,9,1,1,History,Mongol: The Rise of Genghis Khan
Other,9,1,1,Action,RockNRolla
Other,6,0,0,Adventure,Megaforce
Other,12,0,0,Drama,Hamlet
Other,10,1,1,Drama,Mao's Last Dancer
Warner Bros.,2,1,1,Adventure,Midnight Special
DreamWorks SKG,8,0,0,Comedy,Anything Else
Other,12,1,1,Drama,The Railway Man
Other,5,1,0,Crime,The White Ribbon
Other,11,1,1,Romance,The Wraith
Other,1,1,1,Drama,Salton Sea
Other,9,1,1,Music,Metallica: Through the Never
Other,11,1,1,Drama,The Informers
Other,5,1,1,Crime,Carlos
Other,5,1,0,Thriller,I Come with the Rain
Other,8,0,0,Western,One Man's Hero
Other,7,1,1,Horror,Day of the Dead
Other,4,1,0,Action,I Am Wrath
Other,3,1,1,Action,Renaissance
Other,4,1,1,Adventure,Red Sonja
Other,3,1,1,Thriller,Red Lights
Columbia Pictures,8,1,1,Comedy,Superbad
Lions Gate Films,2,0,1,Comedy,Madea Goes to Jail
Other,8,1,0,Horror,Wolves
Summit Entertainment,2,1,1,Music,Step Up 2: The Streets
The Weinstein Company,12,1,1,Animation,Hoodwinked!
Lions Gate Films,9,1,1,Drama,Hotel Rwanda
Twentieth Century Fox Film Corporation,11,1,1,Action,Hitman
Fox Searchlight Pictures,11,1,1,Drama,Black Nativity
Other,8,1,2,Thriller,The Prince
Other,8,0,0,Horror,The Others
Twentieth Century Fox Film Corporation,7,1,2,Horror,Aliens
Warner Bros.,10,2,3,Drama,My Fair Lady
Columbia Pictures,10,1,1,Horror,I Know What You Did Last Summer
Twentieth Century Fox Film Corporation,8,1,1,Comedy,Let's Be Cops
Fox Searchlight Pictures,10,1,1,Comedy,Sideways
Other,8,1,1,Comedy,Beerfest
Other,10,1,2,Horror,Halloween
Other,10,1,0,Comedy,Good Boy!
Other,11,1,1,Comedy,The Best Man Holiday
Universal Pictures,12,1,1,Action,Smokin' Aces
Lionsgate,10,1,1,Horror,Saw: The Final Chapter
Miramax Films,3,1,0,Comedy,40 Days and 40 Nights
Paramount Pictures,10,1,1,Comedy,A Night at the Roxbury
Other,1,1,1,Drama,Beastly
Fox Searchlight Pictures,3,1,1,Horror,The Hills Have Eyes
Paramount Pictures,9,0,0,Comedy,Dickie Roberts: Former Child Star
Walt Disney Pictures,2,0,1,Drama,"McFarland, USA"
Other,8,0,0,Comedy,Lottery Ticket
Warner Bros.,3,1,1,Drama,ATL
Other,9,1,1,Comedy,Pitch Perfect
Other,8,1,1,Drama,Summer Catch
Paramount Pictures,12,0,0,Drama,A Simple Plan
Other,11,1,0,Horror,They
Other,3,0,0,Comedy,Larry the Cable Guy: Health Inspector
Columbia Pictures,10,0,0,Family,The Adventures of Elmo in Grouchland
Other,1,1,1,Crime,Brooklyn's Finest
Other,5,2,1,Action,55 Days at Peking
TriStar Pictures,4,1,1,Horror,Evil Dead
Fox Searchlight Pictures,2,1,1,Comedy,My Life in Ruins
Universal Pictures,3,1,1,Comedy,American Dreamz
Other,7,1,1,Action,Superman IV: The Quest for Peace
Other,1,0,0,Drama,How She Move
Other,1,1,1,Action,Running Scared
Other,4,0,0,Drama,Bobby Jones: Stroke of Genius
Other,8,1,0,Adventure,Shanghai Surprise
Other,8,1,1,Fantasy,The Illusionist
Other,11,1,1,Adventure,Roar
Other,7,1,1,Drama,Veronica Guerin
Other,10,1,1,Thriller,Escobar: Paradise Lost
Universal Pictures,5,1,1,Action,Southland Tales
Other,3,1,0,Animation,Dragon Hunters
Twentieth Century Fox Film Corporation,9,1,1,Action,Damnation Alley
Other,8,1,1,Horror,The Apparition
Columbia Pictures,11,1,0,Comedy,My Girl
Other,8,1,1,Drama,Fur: An Imaginary Portrait of Diane Arbus
Twentieth Century Fox Film Corporation,12,1,1,Crime,Wall Street
Columbia Pictures,12,1,1,Drama,Sense and Sensibility
Other,3,1,1,Drama,Becoming Jane
Other,9,1,1,Comedy,Sydney White
DreamWorks SKG,12,1,1,Drama,House of Sand and Fog
Touchstone Pictures,6,1,2,Drama,Dead Poets Society
New Line Cinema,12,1,2,Comedy,Dumb and Dumber
Other,7,1,1,Comedy,When Harry Met Sally...
Twentieth Century Fox Film Corporation,12,1,1,Drama,The Verdict
DreamWorks SKG,5,1,1,Comedy,Road Trip
Paramount Pictures,1,0,0,Comedy,Varsity Blues
Other,5,1,1,Drama,The Artist
Other,1,1,1,Horror,The Unborn
Other,5,1,1,Comedy,Moonrise Kingdom
New Line Cinema,10,1,0,Horror,The Texas Chainsaw Massacre: The Beginning
Other,3,1,1,Drama,The Young Messiah
Columbia Pictures,8,0,0,Comedy,The Master of Disguise
Other,5,1,1,Fantasy,Pan's Labyrinth
Village Roadshow Pictures,3,0,0,Action,See Spot Run
Columbia Pictures,6,1,1,Crime,Baby Boy
Other,2,1,1,Thriller,The Roommate
Columbia Pictures,4,1,1,Mystery,Joe Dirt
Other,8,1,1,Thriller,Double Impact
Universal Pictures,2,1,1,Crime,Hot Fuzz
New Line Cinema,9,1,1,Comedy,The Women
The Weinstein Company,8,1,1,Drama,Vicky Cristina Barcelona
Other,12,1,0,Action,Arn: The Knight Templar
Other,6,1,1,Comedy,Boys and Girls
Other,10,0,0,Drama,White Oleander
Other,9,1,1,Comedy,Jennifer's Body
Other,3,1,1,Comedy,Drowning Mona
Other,1,1,0,Comedy,Radio Days
Summit Entertainment,3,1,0,Drama,Remember Me
Other,7,0,0,Drama,How to Deal
Other,12,1,1,Comedy,My Stepmother is an Alien
TriStar Pictures,12,1,2,Drama,Philadelphia
Columbia Pictures,4,1,1,Thriller,The Thirteenth Floor
Other,9,1,1,Comedy,The Cookout
Other,10,0,0,Action,Meteor
Other,9,0,0,Comedy,Duets
DreamWorks SKG,5,1,0,Comedy,Hollywood Ending
New Line Cinema,8,1,1,Comedy,Detroit Rock City
Other,3,1,1,Adventure,Highlander
DreamWorks SKG,9,1,1,Drama,Things We Lost in the Fire
Other,8,1,1,Science Fiction,Steel
Other,7,1,1,Drama,The Immigrant
Other,10,0,0,Drama,The White Countess
Other,3,1,1,Thriller,Trance
Metro-Goldwyn-Mayer (MGM),5,1,1,Romance,Soul Plane
Other,1,1,1,Comedy,Welcome to the Sticks
Other,5,1,1,Fantasy,Enter the Void
Other,8,1,0,Comedy,Vamps
Other,6,1,1,Drama,Hachi: A Dog's Tale
Other,12,1,0,Crime,Zulu
Other,5,1,1,Western,The Homesman
Warner Bros.,6,1,0,Comedy,Juwanna Mann
Other,5,0,0,War,Ararat
Other,9,1,1,Mystery,Slow Burn
Other,10,1,0,Drama,Wasabi
Universal Pictures,3,1,0,Comedy,Slither
Paramount Pictures,11,1,3,Action,Beverly Hills Cop
Twentieth Century Fox Film Corporation,11,1,4,Comedy,Home Alone
Touchstone Pictures,11,0,0,Family,Three Men and a Baby
Columbia Pictures,12,1,2,Comedy,Tootsie
Paramount Pictures,5,1,4,Action,Top Gun
Other,10,1,2,Adventure,"Crouching Tiger, Hidden Dragon"
DreamWorks SKG,9,1,3,Drama,American Beauty
The Weinstein Company,9,1,2,Drama,The King's Speech
Universal Pictures,12,1,2,Comedy,Twins
Other,12,1,1,Drama,The Yellow Handkerchief
Other,12,1,2,Drama,The Color Purple
Other,6,1,1,Action,Tidal Wave
Other,11,1,1,History,The Imitation Game
Warner Bros.,10,0,0,Comedy,Private Benjamin
Universal Pictures,3,1,1,Drama,Coal Miner's Daughter
Other,3,1,1,Comedy,Diary of a Wimpy Kid
Universal Pictures,1,1,1,Horror,Mama
Warner Bros.,7,1,1,Comedy,National Lampoon's Vacation
Paramount Pictures,10,1,1,Comedy,Bad Grandpa
Other,9,1,1,Drama,The Queen
Other,2,1,1,Fantasy,Beetlejuice
Lions Gate Films,10,1,1,Comedy,Why Did I Get Married?
Columbia Pictures,12,1,0,Drama,Little Women
Other,2,1,1,Drama,The Woman in Black
Other,2,1,1,Horror,When a Stranger Calls
Universal Pictures,2,1,1,Comedy,Big Fat Liar
Universal Pictures,12,1,1,Drama,The Deer Hunter
New Line Cinema,12,1,1,Comedy,Wag the Dog
Walt Disney Pictures,4,1,1,Family,The Lizzie McGuire Movie
Other,2,1,1,Thriller,Snitch
Universal Pictures,11,1,1,Horror,Krampus
Other,12,1,1,Horror,The Faculty
Touchstone Pictures,6,0,0,Drama,What's Love Got to Do with It
Miramax Films,8,1,1,Action,Cop Land
Other,12,1,1,Comedy,Not Another Teen Movie
Other,9,1,1,Crime,End of Watch
Universal Pictures,3,1,1,Crime,The Skulls
Other,11,1,1,Drama,The Theory of Everything
Other,4,0,0,Comedy,Malibu's Most Wanted
Twentieth Century Fox Film Corporation,4,1,1,Comedy,Where the Heart Is
Other,12,1,3,Adventure,Lawrence of Arabia
Other,8,1,1,Horror,Halloween II
Fox Searchlight Pictures,12,1,1,Drama,Wild
Other,3,1,1,Crime,The Last House on the Left
Other,2,1,1,Comedy,The Wedding Date
Other,7,1,1,Horror,Halloween: Resurrection
Other,9,1,1,Adventure,The Princess Bride
The Weinstein Company,12,1,1,Drama,The Great Debaters
Other,8,1,1,Drama,Drive
Walt Disney Pictures,2,1,1,Comedy,Confessions of a Teenage Drama Queen
Twentieth Century Fox Film Corporation,4,1,1,Comedy,The Object of My Affection
Other,4,1,1,Horror,28 Weeks Later
Other,8,1,1,Drama,When the Game Stands Tall
Twentieth Century Fox Film Corporation,2,1,1,Comedy,Because of Winn-Dixie
Other,4,1,1,Action,Love & Basketball
Other,4,0,1,Action,Grosse Pointe Blank
Other,9,1,1,Comedy,All About Steve
Other,10,0,0,Mystery,Book of Shadows: Blair Witch 2
Columbia Pictures,5,1,1,Drama,The Craft
Other,10,1,1,Drama,Match Point
Other,7,0,0,Comedy,Ramona and Beezus
Columbia Pictures,11,1,1,Drama,The Remains of the Day
New Line Cinema,9,1,1,Drama,Boogie Nights
Columbia Pictures,1,0,0,Action,Nowhere to Run
Twentieth Century Fox Film Corporation,10,1,1,Drama,Flicka
Other,3,1,0,Horror,The Hills Have Eyes 2
Other,9,1,1,Horror,Urban Legends: Final Cut
Walt Disney Pictures,10,0,0,Fantasy,Tuck Everlasting
Twentieth Century Fox Film Corporation,10,1,1,Action,The Marine
New Line Cinema,4,1,1,Action,Keanu
Other,12,1,1,Drama,Country Strong
Village Roadshow Pictures,7,1,1,Mystery,Disturbing Behavior
Other,3,1,1,Drama,The Place Beyond the Pines
Other,8,1,1,Crime,The November Man
Other,9,1,0,Drama,Eye of the Beholder
Summit Entertainment,10,1,1,Drama,The Hurt Locker
Universal Pictures,5,1,1,Fantasy,Firestarter
Other,9,1,1,Crime,Killing Them Softly
Other,7,1,1,Thriller,A Most Wanted Man
Regency Enterprises,4,0,0,Comedy,Freddy Got Fingered
Other,1,0,0,Adventure,VeggieTales: The Pirates Who Don't Do Anything
Other,5,1,1,Music,U2 3D
Other,9,1,1,Action,Highlander: Endgame
Other,8,0,0,Crime,Idlewild
Other,3,1,1,Drama,One Day
Other,9,1,1,Drama,Whip It
Other,9,1,1,Crime,Knockaround Guys
Other,4,0,0,Action,Confidence
Other,8,0,0,Fantasy,The Muse
Metro-Goldwyn-Mayer (MGM),7,1,0,Drama,De-Lovely
Touchstone Pictures,3,1,0,Comedy,New York Stories
Other,1,0,0,Family,Barney's Great Adventure
Other,11,1,1,Action,The Man with the Iron Fists
Warner Bros.,11,1,1,Drama,Home Fries
Other,3,0,0,Romance,Here On Earth
Other,2,1,0,Comedy,Brazil
New Line Cinema,8,1,1,Music,Raise Your Voice
Other,3,1,1,Comedy,The Big Lebowski
Other,12,1,1,Drama,Black Snake Moan
United Artists,12,1,1,Action,Dark Blue
Other,1,1,1,Drama,A Mighty Heart
Columbia Pictures,3,1,1,Drama,Whatever It Takes
Other,10,1,1,Comedy,Boat Trip
Other,5,0,0,Comedy,The Importance of Being Earnest
Other,5,0,0,Drama,Hoot
Other,2,1,1,Comedy,In Bruges
Other,5,1,0,Comedy,Peeples
Other,8,1,1,Comedy,The Rocker
Other,8,1,1,Comedy,Post Grad
Other,9,1,1,Drama,Promised Land
Other,6,1,1,Comedy,Whatever Works
Other,7,1,1,Thriller,The In Crowd
Other,11,1,1,Adventure,The Three Burials of Melquiades Estrada
Columbia Pictures,9,0,0,Comedy,Jakob the Liar
Other,9,1,1,Action,Kiss Kiss Bang Bang
Columbia Pictures,4,1,1,Thriller,Idle Hands
Other,5,1,1,Thriller,Mulholland Drive
Other,1,0,0,Drama,Blood and Chocolate
Other,5,1,0,Comedy,You Will Meet a Tall Dark Stranger
Fox Searchlight Pictures,9,1,1,Drama,Never Let Me Go
Other,1,1,1,Thriller,Transsiberian
Other,1,1,0,Adventure,The Clan of the Cave Bear
Columbia Pictures,10,0,0,Comedy,Crazy in Alabama
Other,10,1,1,Horror,Funny Games
Other,9,0,0,Drama,Listening
Other,11,0,0,Drama,Felicia's Journey
Paramount Pictures,1,5,1,Drama,Metropolis
Other,11,1,1,Action,District B13
Miramax Films,12,1,1,Drama,Things to Do in Denver When You're Dead
Other,8,1,1,Action,The Assassin
Other,9,1,0,Drama,Buffalo Soldiers
Other,6,0,0,Thriller,The Return
Other,12,1,1,Adventure,Ong Bak 2
Other,2,1,1,Adventure,Centurion
Other,6,1,1,Drama,Silent Trigger
Lions Gate Films,8,1,1,Mystery,The Midnight Meat Train
Other,11,1,0,Drama,The Son of No One
Other,1,1,1,Comedy,The Good Night
Other,7,0,0,Drama,Bathory: Countess of Blood
Other,7,1,1,Animation,Khumba
Other,10,1,0,Thriller,Automata
Other,1,0,0,Action,Dungeons & Dragons: Wrath of the Dragon God
Other,12,1,0,Drama,Chiamatemi Francesco - Il Papa della gente
Other,3,1,0,Drama,Shinjuku Incident
Other,6,0,0,Drama,Pandaemonium
Columbia Pictures,2,1,1,Romance,Groundhog Day
Warner Bros.,7,1,1,Comedy,Magic Mike XXL
Other,10,1,1,Drama,Romeo + Juliet
Other,9,1,1,Drama,Sarah's Key
Other,8,1,0,Drama,Freedom
Other,8,1,2,Western,Unforgiven
Other,5,1,1,Drama,Manderlay
Fox Searchlight Pictures,5,1,2,Drama,Slumdog Millionaire
Paramount Pictures,9,1,3,Drama,Fatal Attraction
Touchstone Pictures,3,1,4,Romance,Pretty Woman
Paramount Pictures,5,0,2,Adventure,Crocodile Dundee II
Other,3,0,0,Thriller,Broken Horses
Universal Pictures,12,1,2,Drama,Born on the Fourth of July
Other,9,1,2,Comedy,Cool Runnings
Lionsgate,1,1,1,Mystery,My Bloody Valentine
Other,5,1,1,Drama,Stomp the Yard
United Artists,7,1,3,Adventure,The Spy Who Loved Me
Other,9,1,1,Horror,Urban Legend
Walt Disney Pictures,1,1,1,Action,White Fang
Other,10,0,0,Comedy,Superstar
Other,12,1,1,History,The Iron Lady
Other,10,0,0,Action,Jonah: A VeggieTales Movie
Columbia Pictures,7,1,1,Drama,Poetic Justice
New Line Cinema,3,1,1,Action,All About the Benjamins
